order_date,sales_amount,profit,quantity,product_category,city,channel
2025-03-13,1291.51,273.62,3,Office Supplies,Seattle,Direct
2025-02-23,1688.75,274.3,15,Furniture,San Francisco,Retail
2025-03-26,1174.58,176.83,6,Software,New York,Wholesale
2025-03-16,1112.07,389.75,8,Electronics,New York,Retail
2025-11-27,864.76,-2.98,32,Furniture,Austin,Wholesale
2025-03-19,947.22,232.76,3,Office Supplies,Austin,Online
2025-01-24,1006.99,103.13,2,Office Supplies,Chicago,Online
2025-12-07,934.08,325.84,4,Electronics,Boston,Direct
2025-07-17,248.91,28.85,19,Furniture,Boston,Wholesale
2025-05-12,830.05,125.22,16,Furniture,San Francisco,Retail
2025-08-09,2202.65,193.15,21,Furniture,San Francisco,Wholesale
2025-01-07,1799.88,373.78,4,Software,Austin,Online
2025-07-25,2524.89,866.02,4,Electronics,Austin,Direct
2025-05-28,1539.93,487.29,9,Software,Chicago,Retail
2025-04-07,910.71,61.71,2,Furniture,Portland,Online
2025-09-25,1747.89,541.48,13,Electronics,Boston,Retail
2025-11-14,411.9,37.89,4,Office Supplies,Chicago,Online
2025-01-11,554.77,119.29,5,Software,Portland,Wholesale
2025-01-21,775.57,56.46,20,Furniture,San Francisco,Retail
2025-02-18,940.15,174.53,7,Furniture,Denver,Online
2025-06-28,2707.02,612.69,13,Electronics,Boston,Retail
2025-07-19,2988.64,554.84,9,Office Supplies,Denver,Retail
2025-08-22,2015.87,765.79,13,Electronics,Portland,Online
2025-11-24,727.39,51.57,1,Furniture,San Francisco,Retail
2025-07-01,2787.25,631.1,7,Electronics,Seattle,Direct
2025-03-01,2268.9,1035.34,9,Electronics,Denver,Direct
2025-09-11,1252.81,497.82,8,Electronics,San Francisco,Retail
2025-07-12,2286.54,410.49,30,Electronics,Portland,Wholesale
2025-03-17,2096.92,656.09,3,Office Supplies,San Francisco,Direct
2025-02-25,261.37,118.72,12,Electronics,Seattle,Online
2025-03-10,795.25,170.78,33,Software,Seattle,Wholesale
2025-01-16,2228.3,210.81,28,Office Supplies,San Francisco,Wholesale
2025-12-02,1626.57,569.75,1,Software,Seattle,Online
2025-11-18,184.97,34.77,11,Software,Seattle,Online
2025-07-25,3568.51,1011.28,14,Software,Boston,Retail
2025-06-07,407.94,49.9,43,Furniture,Boston,Wholesale
2025-08-19,2247.36,561.62,19,Electronics,Boston,Retail
2025-02-19,1133.11,196.96,13,Office Supplies,Denver,Online
2025-06-16,1781.49,311.23,8,Office Supplies,Boston,Direct
2025-11-05,1027.09,308.3,4,Electronics,Boston,Online
2025-10-31,203.3,-0.98,31,Office Supplies,Austin,Wholesale
2025-01-27,2033.62,605.47,9,Software,New York,Retail
2025-07-16,2542.49,186.13,10,Furniture,New York,Wholesale
2025-09-20,933.64,220.9,21,Electronics,Denver,Wholesale
2025-04-16,1133.67,221.25,1,Office Supplies,Denver,Direct
2025-09-20,868.99,121.77,37,Office Supplies,New York,Wholesale
2025-11-30,903.88,189.7,22,Software,Austin,Wholesale
2025-03-28,2234.56,477.19,8,Office Supplies,Chicago,Direct
2025-06-24,1049.41,286.72,3,Office Supplies,San Francisco,Direct
2025-10-02,606.51,40.88,7,Software,Seattle,Retail
2025-04-24,3311.19,734.03,1,Furniture,Seattle,Direct
2025-12-09,1243.88,192.12,1,Furniture,Denver,Wholesale
2025-09-22,1606.71,311.59,11,Software,Portland,Direct
2025-05-05,1185.13,183.41,1,Furniture,Boston,Online
2025-01-23,2092.84,405.49,14,Electronics,Boston,Wholesale
2025-04-26,1098.13,262.54,10,Software,Denver,Direct
2025-09-05,353.71,71.08,12,Furniture,New York,Retail
2025-06-05,1168.4,179.09,15,Furniture,Denver,Retail
2025-08-03,1934.06,704.01,8,Electronics,New York,Retail
2025-02-09,2264.93,490.21,11,Electronics,Chicago,Retail
2025-02-25,1052.88,65.4,11,Furniture,Austin,Wholesale
2025-01-25,961.26,234.53,11,Software,Austin,Online
2025-02-24,733.1,293.85,14,Electronics,Boston,Retail
2025-06-06,1804.78,343.58,19,Electronics,Seattle,Retail
2025-12-14,383.88,88.81,10,Software,Portland,Retail
2025-03-11,1712.95,319.51,3,Furniture,Austin,Direct
2025-08-25,2085.89,550.1,15,Software,Boston,Online
2025-01-19,916.33,58.03,36,Software,Portland,Wholesale
2025-10-21,1774.56,99.72,6,Electronics,Boston,Direct
2025-11-25,603.9,73.57,7,Furniture,Austin,Direct
2025-08-15,1128.06,207.71,15,Furniture,New York,Retail
2025-04-25,1243.47,490.39,4,Electronics,Portland,Retail
2025-07-04,687.59,91.64,8,Electronics,New York,Wholesale
2025-07-25,1437.29,378.1,7,Office Supplies,Denver,Direct
2025-10-24,3469.05,91.79,3,Electronics,Seattle,Direct
2025-12-27,611.01,61.34,15,Furniture,Boston,Wholesale
2025-01-04,824.94,120.48,2,Software,San Francisco,Direct
2025-11-01,2217.44,431.07,10,Office Supplies,Seattle,Direct
2025-08-19,1809.47,181.46,33,Furniture,San Francisco,Wholesale
2025-07-31,1328.26,314.25,15,Office Supplies,Denver,Retail
2025-07-18,4373.36,833.84,13,Electronics,Chicago,Online
2025-07-19,1562.04,113.55,5,Furniture,New York,Direct
2025-03-23,309.34,36.0,10,Office Supplies,Denver,Direct
2025-07-16,2027.8,341.23,1,Software,Seattle,Retail
2025-05-17,497.42,128.1,2,Office Supplies,Portland,Direct
2025-09-14,1400.76,150.95,1,Office Supplies,Austin,Online
2025-09-08,884.66,133.36,33,Electronics,Austin,Wholesale
2025-04-27,719.15,182.45,5,Office Supplies,Boston,Direct
2025-05-25,757.83,232.39,2,Software,San Francisco,Retail
2025-05-06,559.77,11.58,14,Furniture,Portland,Wholesale
2025-08-04,257.13,93.66,16,Software,Portland,Online
2025-10-27,328.54,-16.64,12,Furniture,Seattle,Retail
2025-10-11,2446.69,-65.41,9,Electronics,New York,Retail
2025-06-24,1357.12,144.72,2,Electronics,Portland,Wholesale
2025-09-20,452.4,219.97,7,Electronics,Portland,Direct
2025-10-04,548.73,-18.85,4,Electronics,Austin,Direct
2025-07-08,3906.79,383.9,9,Office Supplies,San Francisco,Retail
2025-12-18,305.74,-3.84,9,Furniture,New York,Direct
2025-09-05,1815.95,303.25,4,Furniture,San Francisco,Retail
2025-03-02,351.63,108.32,6,Software,San Francisco,Direct
2025-02-04,1899.19,220.13,13,Software,Portland,Wholesale
2025-03-13,1133.28,248.29,7,Office Supplies,San Francisco,Online
2025-07-03,3895.13,601.81,23,Electronics,Seattle,Wholesale
2025-06-24,896.5,59.75,40,Furniture,San Francisco,Wholesale
2025-02-20,1473.08,258.36,2,Software,Portland,Retail
2025-07-25,4500.0,725.63,40,Electronics,San Francisco,Wholesale
2025-12-21,1328.26,194.89,2,Office Supplies,Seattle,Retail
2025-07-03,2205.06,782.53,5,Software,Denver,Retail
2025-03-04,363.09,-24.5,20,Office Supplies,Portland,Wholesale
2025-03-09,265.2,79.91,9,Furniture,Portland,Direct
2025-06-19,1133.52,135.69,26,Office Supplies,Denver,Wholesale
2025-10-24,347.62,-7.9,3,Software,New York,Wholesale
2025-06-30,3253.42,362.89,11,Electronics,Seattle,Wholesale
2025-01-02,1778.21,192.47,42,Furniture,Chicago,Wholesale
2025-09-23,2538.33,738.18,4,Electronics,Boston,Direct
2025-03-17,965.33,2.93,30,Furniture,Austin,Wholesale
2025-03-22,892.98,136.03,10,Furniture,New York,Online
2025-08-24,828.24,202.02,6,Software,New York,Online
2025-03-23,1764.91,531.87,9,Software,Portland,Online
2025-01-31,1074.05,153.68,32,Electronics,Seattle,Wholesale
2025-10-06,688.15,-31.2,9,Office Supplies,Austin,Online
2025-09-06,555.85,123.34,20,Software,Denver,Retail
2025-11-01,771.14,260.32,1,Electronics,Chicago,Direct
2025-09-02,2250.3,501.06,11,Electronics,Seattle,Wholesale
2025-03-25,1244.05,255.11,12,Software,Chicago,Online
2025-10-26,1222.65,-37.97,14,Office Supplies,San Francisco,Retail
2025-11-03,3613.6,408.19,6,Electronics,Seattle,Wholesale
2025-11-22,1963.23,185.61,16,Office Supplies,Austin,Wholesale
2025-10-17,860.09,-15.4,8,Office Supplies,San Francisco,Direct
2025-05-10,300.95,145.48,4,Electronics,Chicago,Retail
2025-08-09,1203.66,167.67,12,Office Supplies,San Francisco,Direct
2025-03-08,2409.16,908.62,12,Electronics,Austin,Online
2025-12-18,1144.46,400.49,1,Software,San Francisco,Direct
2025-01-13,2183.17,108.21,31,Office Supplies,Boston,Wholesale
2025-04-23,1954.76,182.82,12,Furniture,Denver,Wholesale
2025-09-25,3701.77,1461.64,15,Electronics,Seattle,Online
2025-03-23,314.44,29.61,3,Furniture,Austin,Direct
2025-08-23,2159.72,349.39,8,Office Supplies,San Francisco,Online
2025-10-11,222.17,-44.11,5,Electronics,San Francisco,Direct
2025-10-03,742.6,8.68,6,Office Supplies,Austin,Retail
2025-06-20,1276.98,200.41,11,Furniture,San Francisco,Retail
2025-08-19,1676.24,657.47,11,Electronics,Portland,Direct
2025-02-04,328.92,51.75,29,Electronics,Seattle,Wholesale
2025-10-02,301.26,-36.84,2,Electronics,Boston,Direct
2025-11-03,2035.09,245.77,4,Office Supplies,Chicago,Wholesale
2025-11-29,2803.74,637.31,12,Office Supplies,Seattle,Retail
2025-01-12,529.44,39.9,12,Office Supplies,New York,Wholesale
2025-04-20,1794.01,607.06,19,Software,Boston,Retail
2025-08-21,1500.61,363.71,6,Furniture,San Francisco,Direct
2025-05-29,2212.63,420.56,5,Office Supplies,San Francisco,Retail
2025-02-04,2188.79,370.68,13,Office Supplies,New York,Online
2025-11-09,983.02,132.46,14,Office Supplies,Seattle,Retail
2025-12-05,865.08,233.49,19,Software,Chicago,Retail
2025-12-18,1511.01,154.7,14,Office Supplies,New York,Wholesale
2025-08-23,1000.48,102.37,5,Furniture,New York,Wholesale
2025-11-22,1893.14,405.95,11,Office Supplies,Portland,Retail
2025-04-12,1134.85,193.34,3,Furniture,Boston,Online
2025-09-24,1434.35,253.67,18,Office Supplies,Austin,Retail
2025-12-20,151.68,47.37,2,Electronics,Denver,Direct
2025-12-11,672.46,252.4,1,Electronics,Chicago,Retail
2025-05-05,811.95,76.62,6,Office Supplies,Chicago,Retail
2025-04-08,1720.64,683.45,9,Electronics,Portland,Online
2025-11-17,310.72,61.47,13,Electronics,Chicago,Retail
2025-10-25,1456.4,29.31,11,Office Supplies,Chicago,Online
2025-05-28,492.76,86.99,6,Office Supplies,Seattle,Direct
2025-06-11,268.52,46.86,15,Furniture,Chicago,Online
2025-05-04,1911.95,481.29,3,Office Supplies,New York,Direct
2025-08-08,438.77,107.54,7,Furniture,Seattle,Online
2025-04-13,1875.9,431.29,5,Furniture,New York,Direct
2025-03-05,538.42,181.99,8,Electronics,Denver,Retail
2025-05-02,244.41,83.54,11,Electronics,Portland,Online
2025-12-03,2132.57,106.68,24,Furniture,San Francisco,Wholesale
2025-08-11,1287.76,189.78,18,Software,Austin,Wholesale
2025-05-12,1481.28,185.5,33,Office Supplies,Chicago,Wholesale
2025-07-04,2491.45,683.36,2,Office Supplies,Portland,Direct
2025-02-23,1655.75,126.88,34,Office Supplies,Austin,Wholesale
2025-10-02,3162.33,119.7,38,Electronics,Seattle,Wholesale
2025-05-04,3156.66,604.2,4,Office Supplies,Seattle,Online
2025-09-07,259.01,16.97,11,Furniture,San Francisco,Direct
2025-01-20,187.81,28.68,13,Furniture,Seattle,Retail
2025-07-23,2587.37,308.96,8,Furniture,Portland,Online
2025-10-21,593.67,23.21,10,Furniture,Portland,Online
2025-10-12,1149.43,-3.19,5,Office Supplies,Austin,Direct
2025-03-14,431.15,105.25,19,Furniture,Boston,Retail
2025-06-11,1828.37,372.12,5,Furniture,Boston,Direct
2025-06-07,1233.84,311.7,10,Software,Portland,Direct
2025-09-02,521.92,105.86,15,Software,Portland,Retail
2025-10-12,2082.33,-25.82,3,Office Supplies,Seattle,Retail
2025-10-26,1296.15,112.51,3,Furniture,New York,Retail
2025-01-25,1674.63,376.18,7,Electronics,Portland,Retail
2025-05-20,2030.45,416.38,27,Electronics,Portland,Wholesale
2025-08-15,727.76,80.93,3,Office Supplies,Chicago,Online
2025-04-02,1189.98,278.77,3,Software,Chicago,Online
2025-07-15,3058.23,664.47,16,Software,Austin,Retail
2025-04-15,2378.98,533.22,11,Software,San Francisco,Retail
2025-11-06,3110.85,726.98,14,Electronics,San Francisco,Online
2025-06-21,516.17,123.49,9,Office Supplies,Boston,Online
2025-08-02,1472.37,228.32,34,Software,Austin,Wholesale
2025-08-15,1720.0,510.14,11,Electronics,Austin,Direct
2025-02-28,1617.23,239.81,9,Furniture,Seattle,Retail
2025-11-13,1908.65,432.25,5,Electronics,Denver,Online
2025-11-18,1499.73,251.15,3,Software,Seattle,Retail
2025-03-14,951.04,95.21,7,Furniture,Boston,Online
2025-10-16,788.49,15.48,15,Electronics,Portland,Wholesale
2025-08-22,1924.47,224.49,16,Furniture,Chicago,Retail
2025-04-22,468.43,20.0,13,Furniture,Boston,Online
2025-03-07,1699.88,294.68,1,Furniture,Portland,Direct
2025-12-07,714.03,57.81,10,Office Supplies,Portland,Wholesale
2025-09-14,803.59,208.48,3,Office Supplies,Austin,Direct
2025-12-23,420.08,76.53,3,Furniture,New York,Direct
2025-10-26,1484.06,-60.25,12,Furniture,Portland,Online
2025-10-04,1824.12,37.24,14,Furniture,Seattle,Retail
2025-07-28,444.66,19.21,6,Furniture,Chicago,Retail
2025-01-06,354.62,86.81,5,Electronics,Portland,Direct
2025-03-05,473.82,66.84,30,Electronics,Chicago,Wholesale
2025-10-09,2002.51,-23.42,14,Electronics,Boston,Retail
2025-10-03,1342.18,0.41,10,Furniture,Chicago,Online
2025-09-03,2301.21,255.27,4,Furniture,Seattle,Online
2025-03-13,1828.55,252.44,8,Office Supplies,Chicago,Direct
2025-05-08,2262.67,734.22,9,Electronics,San Francisco,Retail
2025-04-15,2126.36,333.34,7,Furniture,Seattle,Online
2025-12-19,1268.0,341.71,4,Electronics,Seattle,Online
2025-01-10,791.19,119.05,1,Furniture,Seattle,Online
2025-07-26,3921.71,1233.92,12,Software,San Francisco,Direct
2025-03-13,438.2,72.45,8,Furniture,Austin,Retail
2025-04-24,1189.07,182.77,14,Software,Boston,Retail
2025-04-16,1779.93,309.4,11,Furniture,Seattle,Online
2025-04-24,1274.97,107.77,31,Furniture,Chicago,Wholesale
2025-07-23,2831.43,251.69,42,Furniture,San Francisco,Wholesale
2025-08-13,2773.37,797.53,9,Electronics,Chicago,Direct
2025-07-20,3863.85,248.51,16,Office Supplies,Seattle,Wholesale
2025-08-26,1064.68,80.63,15,Furniture,San Francisco,Wholesale
2025-10-03,573.16,-7.96,7,Furniture,Seattle,Direct
2025-11-01,2913.78,231.6,38,Office Supplies,Seattle,Wholesale
2025-07-17,266.56,37.68,36,Software,San Francisco,Wholesale
2025-02-20,517.85,134.01,7,Office Supplies,Denver,Direct
2025-01-12,162.71,9.03,4,Office Supplies,Portland,Retail
2025-03-01,2259.79,741.69,10,Software,Boston,Retail
2025-05-21,707.25,131.74,16,Office Supplies,Portland,Retail
2025-09-15,3427.29,389.12,11,Furniture,Seattle,Retail
2025-04-24,2970.77,613.14,7,Office Supplies,Seattle,Online
2025-07-16,4500.0,676.89,5,Office Supplies,Seattle,Direct
2025-02-24,2390.8,618.34,3,Electronics,New York,Online
2025-02-04,1055.08,353.18,1,Electronics,Denver,Direct
2025-09-27,1820.78,98.13,8,Furniture,New York,Wholesale
2025-08-22,1773.22,144.85,39,Furniture,New York,Wholesale
2025-01-25,128.91,57.17,6,Furniture,New York,Wholesale
2025-02-07,230.7,-28.04,18,Furniture,Austin,Retail
2025-05-26,1764.36,419.69,8,Software,Chicago,Retail
2025-09-08,1479.54,290.97,5,Furniture,New York,Direct
2025-03-10,1263.6,341.21,10,Software,Denver,Direct
2025-11-17,1585.01,652.7,8,Electronics,New York,Direct
2025-05-04,1024.93,317.97,6,Software,Seattle,Retail
2025-08-19,1445.51,204.55,19,Software,Austin,Retail
2025-04-09,2610.6,371.13,6,Electronics,New York,Wholesale
2025-09-24,1121.33,328.17,1,Electronics,Austin,Online
2025-03-08,692.48,176.66,17,Software,Portland,Retail
2025-09-13,1641.41,325.48,8,Electronics,Austin,Retail
2025-02-21,1000.62,114.61,1,Electronics,Austin,Wholesale
2025-08-25,1584.01,123.77,20,Furniture,Boston,Wholesale
2025-02-07,338.33,93.95,11,Office Supplies,Denver,Direct
2025-10-21,1937.27,1.69,14,Furniture,Chicago,Online
2025-01-07,795.76,217.77,8,Software,Austin,Retail
2025-06-08,338.3,145.71,6,Electronics,Boston,Online
2025-06-21,879.96,317.28,9,Electronics,New York,Online
2025-12-27,2031.73,781.13,10,Software,Boston,Direct
2025-01-31,4500.0,1196.24,4,Software,Seattle,Online
2025-05-10,526.23,171.17,1,Software,Austin,Online
2025-01-24,102.02,48.45,6,Electronics,Denver,Retail
2025-06-08,689.65,29.66,3,Electronics,New York,Wholesale
2025-10-24,850.96,-10.93,1,Electronics,New York,Direct
2025-07-14,2061.97,732.09,10,Electronics,Portland,Online
2025-02-27,1427.36,429.61,1,Software,Denver,Direct
2025-07-11,1780.47,349.77,14,Electronics,Chicago,Online
2025-09-22,1436.28,139.43,15,Furniture,New York,Wholesale
2025-02-08,534.25,123.39,3,Office Supplies,Seattle,Direct
2025-11-07,431.99,56.63,9,Furniture,Chicago,Online
2025-10-16,1285.29,-38.6,15,Electronics,New York,Wholesale
2025-03-13,2042.83,530.54,12,Electronics,Denver,Retail
2025-09-30,473.35,95.62,10,Furniture,Austin,Online
2025-06-05,557.91,213.93,10,Software,New York,Direct
2025-12-31,1607.2,319.6,5,Office Supplies,Boston,Retail
2025-01-22,1437.9,313.97,1,Software,Portland,Online
2025-07-07,1634.62,295.31,35,Software,Austin,Wholesale
2025-09-01,362.51,41.44,11,Furniture,Denver,Wholesale
2025-06-02,1498.88,154.71,13,Furniture,New York,Wholesale
2025-11-19,2029.28,366.73,32,Electronics,Austin,Wholesale
2025-09-06,1102.9,116.87,15,Furniture,Austin,Retail
2025-06-24,1943.58,213.95,3,Furniture,Chicago,Online
2025-07-22,1133.73,223.18,4,Furniture,Portland,Online
2025-05-24,85.96,1.11,11,Office Supplies,Denver,Retail
2025-08-09,1414.33,341.32,5,Furniture,San Francisco,Direct
2025-08-12,1055.16,153.98,9,Furniture,Austin,Direct
2025-08-18,1312.79,253.95,13,Office Supplies,Boston,Online
2025-03-03,1862.43,392.28,11,Furniture,Seattle,Direct
2025-03-26,599.9,99.83,8,Furniture,Austin,Retail
2025-07-31,4026.2,615.21,40,Electronics,Portland,Wholesale
2025-09-20,1560.78,399.75,7,Electronics,Austin,Online
2025-05-31,471.14,161.4,10,Office Supplies,New York,Online
2025-07-11,3653.47,964.6,14,Electronics,Portland,Online
2025-04-02,2129.92,901.53,8,Electronics,New York,Direct
2025-02-22,2771.38,438.33,2,Furniture,Seattle,Direct
2025-11-27,697.53,158.52,11,Office Supplies,Denver,Direct
2025-07-19,2074.17,266.48,32,Electronics,Portland,Wholesale
2025-02-28,536.46,211.57,7,Electronics,Chicago,Online
2025-09-10,2184.88,473.46,15,Electronics,Portland,Online
2025-04-24,400.16,110.35,2,Electronics,Boston,Online
2025-03-11,1731.42,371.26,12,Furniture,Portland,Direct
2025-05-22,803.97,349.32,6,Electronics,Seattle,Direct
2025-02-27,1198.89,538.71,10,Electronics,Denver,Direct
2025-01-18,635.17,178.9,9,Office Supplies,New York,Direct
2025-10-25,2295.05,187.87,41,Electronics,Austin,Wholesale
2025-11-11,2362.4,820.39,1,Electronics,San Francisco,Direct
2025-07-11,2689.02,376.15,29,Electronics,Denver,Wholesale
2025-08-20,176.81,30.9,1,Software,Chicago,Online
2025-06-25,1682.94,465.8,9,Electronics,New York,Online
2025-06-22,1371.47,539.06,4,Software,Chicago,Direct
2025-10-31,898.72,60.35,32,Software,Portland,Wholesale
2025-11-11,495.01,93.54,15,Electronics,Boston,Retail
2025-03-13,2175.17,641.47,4,Electronics,Denver,Direct
2025-04-25,661.74,62.84,1,Furniture,Austin,Direct
2025-02-01,2316.79,660.58,4,Electronics,Denver,Direct
2025-09-14,821.66,147.86,7,Software,Austin,Online
2025-03-26,305.07,8.47,13,Software,Austin,Retail
2025-01-22,1504.02,331.36,14,Electronics,Seattle,Online
2025-06-24,113.9,50.75,14,Office Supplies,New York,Retail
2025-05-05,1389.38,328.15,7,Software,Austin,Online
2025-04-03,193.98,43.83,2,Furniture,Portland,Online
2025-12-24,3204.59,1159.8,16,Electronics,Seattle,Retail
2025-01-08,1235.59,106.65,8,Furniture,New York,Wholesale
2025-05-02,1088.24,158.19,2,Office Supplies,Boston,Online
2025-08-08,1343.97,115.44,1,Office Supplies,New York,Online
2025-05-24,2328.55,652.9,4,Software,San Francisco,Online
2025-03-03,611.29,194.59,14,Electronics,New York,Retail
2025-02-03,240.98,73.52,1,Furniture,New York,Direct
2025-12-28,2266.54,231.05,11,Office Supplies,Seattle,Wholesale
2025-09-17,1574.5,240.0,5,Office Supplies,Portland,Direct
2025-10-23,1975.67,-52.2,18,Office Supplies,San Francisco,Retail
2025-09-16,1708.03,403.48,7,Furniture,New York,Direct
2025-12-29,1775.0,251.37,36,Software,Portland,Wholesale
2025-04-07,1101.5,119.61,23,Furniture,Chicago,Wholesale
2025-07-20,2013.37,244.91,40,Electronics,Seattle,Wholesale
2025-11-23,2129.83,169.0,28,Furniture,Chicago,Wholesale
2025-12-13,1875.91,401.49,7,Office Supplies,Chicago,Direct
2025-11-04,2435.04,468.11,10,Furniture,Boston,Direct
2025-10-13,514.17,69.35,1,Electronics,Portland,Online
2025-05-06,241.41,18.51,13,Furniture,Austin,Online
2025-11-15,895.71,140.39,44,Electronics,Denver,Wholesale
2025-10-30,1412.34,-4.03,5,Electronics,Chicago,Online
2025-02-27,296.54,33.71,11,Furniture,San Francisco,Direct
2025-03-08,848.43,245.57,1,Office Supplies,Portland,Direct
2025-09-05,1671.44,143.04,35,Furniture,Austin,Wholesale
2025-05-10,1652.67,557.28,5,Electronics,Chicago,Retail
2025-12-31,2560.01,861.18,8,Software,Seattle,Direct
2025-08-31,624.13,145.29,8,Software,Chicago,Direct
2025-01-18,1099.42,145.47,4,Office Supplies,Denver,Wholesale
2025-11-28,781.03,166.83,11,Office Supplies,New York,Retail
2025-04-30,475.66,95.72,30,Electronics,Portland,Wholesale
2025-03-12,2091.07,199.84,23,Software,Boston,Wholesale
2025-05-04,1711.08,199.72,26,Furniture,San Francisco,Wholesale
2025-05-16,1579.18,71.3,44,Furniture,New York,Wholesale
2025-06-20,516.82,112.55,12,Software,Portland,Retail
2025-07-11,2940.86,262.68,13,Office Supplies,Austin,Wholesale
2025-11-22,709.66,73.96,16,Office Supplies,Chicago,Wholesale
2025-04-04,2594.44,132.1,16,Furniture,Seattle,Wholesale
2025-03-30,958.52,226.68,7,Software,San Francisco,Direct
2025-04-18,416.72,108.23,10,Electronics,Boston,Direct
2025-08-16,1375.47,248.78,8,Furniture,Portland,Retail
2025-02-08,937.72,308.57,9,Office Supplies,Boston,Direct
2025-03-19,259.07,78.63,1,Software,Seattle,Retail
2025-07-17,734.07,208.76,8,Software,Denver,Online
2025-12-04,2084.64,236.03,15,Furniture,New York,Wholesale
2025-08-05,1127.41,168.83,3,Furniture,Seattle,Online
2025-12-05,1528.69,121.81,34,Furniture,Boston,Wholesale
2025-01-29,1323.17,75.79,21,Furniture,Austin,Wholesale
2025-02-12,428.66,76.14,12,Office Supplies,Denver,Online
2025-09-30,234.15,26.79,14,Office Supplies,Portland,Retail
2025-05-05,1520.64,423.72,3,Software,Seattle,Retail
2025-12-07,1131.23,397.52,6,Software,Chicago,Online
2025-01-16,1745.21,639.95,2,Software,Denver,Direct
2025-08-19,4500.0,588.5,5,Furniture,Seattle,Direct
2025-08-21,817.05,385.42,1,Electronics,New York,Direct
2025-12-30,731.22,56.29,17,Office Supplies,San Francisco,Wholesale
2025-08-20,514.1,91.41,9,Furniture,San Francisco,Online
2025-06-04,418.54,34.92,25,Office Supplies,San Francisco,Wholesale
2025-11-05,564.12,67.76,13,Office Supplies,Chicago,Online
2025-09-12,1257.97,221.82,13,Electronics,Portland,Wholesale
2025-05-15,1816.47,588.71,7,Software,San Francisco,Direct
2025-04-18,1169.47,305.81,15,Software,Chicago,Retail
2025-11-10,1017.81,170.26,1,Furniture,Denver,Direct
2025-10-12,3272.93,-49.87,12,Electronics,Seattle,Wholesale
2025-03-11,2371.4,672.69,5,Electronics,Portland,Direct
2025-07-11,4126.65,1626.87,13,Electronics,Boston,Online
2025-12-21,1767.9,477.22,10,Office Supplies,Boston,Direct
2025-02-20,1673.52,368.45,15,Furniture,Austin,Retail
2025-02-26,2232.33,721.65,9,Electronics,Portland,Direct
2025-03-10,129.02,41.48,10,Furniture,Austin,Retail
2025-11-21,4059.47,882.22,11,Electronics,Seattle,Retail
2025-10-31,2681.28,-76.12,6,Electronics,San Francisco,Direct
2025-04-01,555.27,104.28,29,Software,Austin,Wholesale
2025-03-12,258.59,54.97,1,Electronics,Chicago,Direct
2025-07-11,1250.88,104.43,24,Office Supplies,Austin,Wholesale
2025-08-16,1336.08,165.15,37,Furniture,Seattle,Wholesale
2025-08-11,1073.41,213.91,12,Office Supplies,Denver,Retail
2025-02-18,611.28,102.16,11,Office Supplies,Austin,Direct
2025-05-05,1612.79,360.53,14,Software,Portland,Online
2025-07-14,2511.91,727.43,13,Software,New York,Online
2025-02-09,791.31,232.33,7,Software,Portland,Direct
2025-09-27,689.57,222.52,3,Office Supplies,Austin,Retail
2025-08-13,2640.74,253.48,44,Furniture,Seattle,Wholesale
2025-04-14,302.98,72.5,7,Electronics,Denver,Online
2025-03-28,1994.57,199.83,9,Office Supplies,Chicago,Retail
2025-12-15,4441.35,370.47,21,Office Supplies,Seattle,Wholesale
2025-09-02,1332.99,242.97,3,Software,Seattle,Direct
2025-12-26,320.38,81.06,10,Software,Austin,Online
2025-10-05,1694.67,18.67,8,Electronics,San Francisco,Retail
2025-08-15,726.58,71.27,4,Office Supplies,Austin,Direct
2025-02-10,1128.4,126.77,45,Electronics,Portland,Wholesale
2025-01-13,2114.8,485.28,1,Office Supplies,Seattle,Retail
2025-03-30,2648.29,287.59,5,Software,Seattle,Wholesale
2025-05-16,1439.85,471.48,1,Software,Austin,Online
2025-10-26,1018.92,72.77,5,Office Supplies,Boston,Retail
2025-04-23,1664.86,474.3,11,Electronics,Chicago,Retail
2025-10-01,807.48,73.38,16,Electronics,Seattle,Online
2025-06-17,988.29,187.66,20,Furniture,Portland,Retail
2025-05-26,594.13,162.62,7,Software,Austin,Retail
2025-07-17,4500.0,1127.74,5,Electronics,Portland,Direct
2025-05-01,1368.98,161.07,9,Electronics,Boston,Wholesale
2025-05-07,1623.73,177.65,43,Furniture,Boston,Wholesale
2025-03-06,572.27,-7.53,9,Furniture,Portland,Retail
2025-04-25,789.74,84.86,10,Furniture,Portland,Online
2025-03-14,711.51,140.46,9,Office Supplies,Chicago,Online
2025-11-18,1972.76,572.21,14,Electronics,New York,Online
2025-12-31,474.79,30.11,12,Furniture,Boston,Online
2025-05-16,112.72,-0.61,1,Office Supplies,Denver,Retail
2025-08-07,687.83,234.59,7,Electronics,Denver,Retail
2025-10-23,186.24,70.06,5,Office Supplies,San Francisco,Direct
2025-01-24,665.99,61.11,1,Office Supplies,Boston,Retail
2025-12-06,2370.65,361.44,37,Software,San Francisco,Wholesale
2025-08-24,1986.78,221.4,16,Office Supplies,San Francisco,Wholesale
2025-05-18,418.01,33.25,23,Electronics,Denver,Wholesale
2025-08-18,1417.07,361.39,21,Software,Portland,Retail
2025-10-27,1823.53,2.69,41,Furniture,Portland,Wholesale
2025-06-27,1928.52,509.19,8,Electronics,New York,Online
